"","GNPSLinkout_Network","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","componentindex","number_of_spectra","parent_mass","precursor_charge","precursor_mass","sum(precursor_intensity)","V1","V2","V3","sum.precursor_intensity.","Chemical_family","Name","Notes","CF_class","CF_Dparent","CF_NrNodes","CF_subclass","CF_superclass","Compound_Name","id","stat.x","index.x","p.value_gut","groups.x","stat.y","index.y","p.value_diet","groups.y","stat.x","index.x","p.value_kt","groups.x","stat.y","index.y","p.value_host","groups.y","V1","V2","V3"
"14489_591.315_5.832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14489_591.315_5.832",0.477566932940919,3,1,"s.Simplegut",0.77416060171758,1,0.00298,"s.Carnivores",0.693888666488711,2,0.34133,"s.Carnivora",0.871494180672602,278,1,"s.Leopard,s.Tiger","14489","591.315","5.832"
"14786_265_1.366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14786_265_1.366",0.606976978666884,3,1,"s.Simplegut",0.641688947919748,5,0.1192,"s.Carnivores,s.Omnivores",0.778469302716831,2,0.02552,"s.Carnivora",0.704679706205979,140,1,"s.Capuchin,s.Leopard","14786","265","1.366"
"14855_172.108_1.673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14855_172.108_1.673",0.620190301020639,2,1,"s.Hindgut",0.6,2,0.31886,"s.Herbivores",0.693578301746135,4,0.19778,"s.Perissodactyla",0.87455101607826,24,0.00319,"s.Zebra","14855","172.108","1.673"
"14912_591.315_4.071","Connected","Spectral_Match_to_Urobilin_from_NIST14","0.877932",4.0707,4.0707,0,"CCMSLIB00003137178",0.019379975,24,133,24,591.3148,1,591.3148,0.019379975,14912,591.315,4.071,0.019379975,"Bile pigments",NA,NA,NA,NA,NA,NA,NA,NA,"14912_591.315_4.071",0.616852461911393,3,1,"s.Simplegut",0.664554828674538,5,0.298,"s.Carnivores,s.Omnivores",0.837856659869194,2,0.02552,"s.Carnivora",0.614604300788449,235,1,"s.Hyena,s.Israeli_Wolf","14912","591.315","4.071"
"15266_318.19_1.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15266_318.19_1.69",0.685219474569214,3,1,"s.Simplegut",0.940395517768038,1,0.00298,"s.Carnivores",0.835455773016718,2,0.02871,"s.Carnivora",0.834240297859383,278,1,"s.Leopard,s.Tiger","15266","318.19","1.69"
"1544_359.144_0.695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1544_359.144_0.695",0.751236604302243,7,NA,"s.Foregut,s.Hindgut,s.Simplegut",0.906101844237633,4,0.0298,"s.Carnivores,s.Herbivores",0.769709688523557,22,1,"s.Carnivora,s.Cetartiodactyla,s.Perissodactyla",0.751047268724406,284,1,"s.Lion,s.Tiger","1544","359.144","0.695"
"15611_303.169_3.666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15611_303.169_3.666",0.598512520403727,3,1,"s.Simplegut",0.977449536751311,1,0.00298,"s.Carnivores",0.819870811834918,2,0.0319,"s.Carnivora",0.745107500196132,278,1,"s.Leopard,s.Tiger","15611","303.169","3.666"
"1570_319.164_4.111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1570_319.164_4.111",0.9281089045009,7,NA,"s.Foregut,s.Hindgut,s.Simplegut",0.943709586574281,5,0.00298,"s.Carnivores,s.Omnivores",0.91624864985552,16,0.22649,"s.Afrotheria,s.Carnivora,s.Cetartiodactyla",0.614203007796916,128,1,"s.Cape_Hunting_dog,s.Tiger","1570","319.164","4.111"
"15729_431.314_6.456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15729_431.314_6.456",0.977697124370364,1,0.00294,"s.Foregut",0.514200545965449,1,1,"s.Carnivores",0.95850610477992,3,0.00319,"s.Cetartiodactyla",0.825163906051062,220,1,"s.Goat,s.Sheep","15729","431.314","6.456"
"1596_146.117_0.935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1596_146.117_0.935",0.863220572615444,3,0.62034,"s.Simplegut",0.863449300950991,1,0.03278,"s.Carnivores",0.877058019307029,18,0.33495,"s.Afrotheria,s.Carnivora,s.Primates",0.877579139428323,244,1,"s.Hyena,s.Tiger","1596","146.117","0.935"
"1619_184.06_1.856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1619_184.06_1.856",0.894427190999916,6,0.04998,"s.Hindgut,s.Simplegut",0.867453311438,7,NA,"s.Carnivores,s.Herbivores,s.Omnivores",0.885368874888118,18,0.00319,"s.Afrotheria,s.Carnivora,s.Primates",0.56514390285748,94,1,"s.Brown_bear,s.Coati","1619","184.06","1.856"
"16510_449.324_6.454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16510_449.324_6.454",0.978458280830827,1,0.00294,"s.Foregut",0.830334785078529,2,0.06258,"s.Herbivores",0.970006490410408,3,0.00319,"s.Cetartiodactyla",0.927548709799585,220,0.00319,"s.Goat,s.Sheep","16510","449.324","6.454"
"1671_385.341_4.447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1671_385.341_4.447",0.668856054059939,2,1,"s.Hindgut",0.58309518948453,2,0.76288,"s.Herbivores",0.725206369679426,4,0.24244,"s.Perissodactyla",0.955432934097042,24,0.00319,"s.Zebra","1671","385.341","4.447"
"17164_314.109_3.908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17164_314.109_3.908",0.97942423081703,4,0.00294,"s.Foregut,s.Hindgut",0.942721292767099,2,0.00298,"s.Herbivores",0.965598677278004,19,0.00319,"s.Afrotheria,s.Cetartiodactyla,s.Perissodactyla",0.784828746227865,220,0.00319,"s.Goat,s.Sheep","17164","314.109","3.908"
"1745_259.164_0.696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1745_259.164_0.696",0.6721442255663,5,1,"s.Foregut,s.Simplegut",0.994960196142324,1,0.00298,"s.Carnivores",0.74885028068787,10,1,"s.Carnivora,s.Cetartiodactyla",0.715355735138423,254,1,"s.Israeli_Wolf,s.Tiger","1745","259.164","0.696"
"17867_595.346_5.817","Connected","N/A","N/A",5.8169,5.8169,0,"N/A",0.00910256,9,240,9,595.346,1,595.346,0.00910256,17867,595.346,5.817,0.00910256,"Bile pigments","BR 1 (m/z 595.35)","Based on GNPS ID in cluster","Tetrapyrroles_and_derivatives","Bilirubins",66,"Bilirubins","Organoheterocyclic_compounds",NA,"17867_595.346_5.817",0.343325871669498,3,1,"s.Simplegut",0.645547955757711,1,0.02086,"s.Carnivores",0.481356218718394,2,1,"s.Carnivora",0.674488058897384,263,1,"s.Jungle_cat,s.Tiger","17867","595.346","5.817"
"17877_415.319_6.893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17877_415.319_6.893",0.872426131567264,1,0.1029,"s.Foregut",0.888916286919312,4,0.00298,"s.Carnivores,s.Herbivores",0.937340627932126,22,0.00319,"s.Carnivora,s.Cetartiodactyla,s.Perissodactyla",0.649921375930361,221,1,"s.Goat,s.Tiger","17877","415.319","6.893"
"17894_190.07_1.387","Connected","Spectral_Match_to_N-Acetyl-L-glutamic_acid_from_NIST14","0.974773",1.3867,1.3867,0,"CCMSLIB00003138157",0.020580799,46,6315,46,190.0705,1,190.0705,0.020580799,17894,190.07,1.387,0.020580799,"N-acyl AA",NA,NA,NA,NA,NA,NA,NA,NA,"17894_190.07_1.387",0.898341551894183,3,0.00294,"s.Simplegut",0.829590814120423,5,0.00298,"s.Carnivores,s.Omnivores",0.898341551894183,12,0.00319,"s.Carnivora,s.Primates",0.587619310998992,229,1,"s.Gorilla,s.Mandrill","17894","190.07","1.387"
"1869_138.091_0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1869_138.091_0.96",0.765769188716567,3,1,"s.Simplegut",0.975679678621018,1,0.00298,"s.Carnivores",0.887542388989014,2,0.00957,"s.Carnivora",0.827114865605631,278,1,"s.Leopard,s.Tiger","1869","138.091","0.96"
"18861_179.584_0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18861_179.584_0.7",0.324442842261525,3,1,"s.Simplegut",0.618289631061915,1,0.0149,"s.Carnivores",0.471404520791032,2,1,"s.Carnivora",0.761808536015673,284,1,"s.Lion,s.Tiger","18861","179.584","0.7"
"1935_433.329_8.196","Connected","N/A","N/A",8.196,8.196,0,"N/A",0.849561093,54,82,54,433.3294,1,433.3294,0.849561093,1935,433.329,8.196,0.849561093,"Triterpenoids","Oat-straw-8","","no_matches","no_matches",87,"no_matches","no_matches",NA,"1935_433.329_8.196",0.928691033987636,4,0.00294,"s.Foregut,s.Hindgut",0.924069159658831,2,0.00298,"s.Herbivores",0.998339397401696,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.841289615301806,220,0.00319,"s.Goat,s.Sheep","1935","433.329","8.196"
"19516_358.281_6.177","Connected","N/A","N/A",6.1765,6.1765,0,"N/A",0.003572584,17,51,17,358.2807,1,358.2807,0.003572584,19516,358.281,6.177,0.003572584,"Bile acids","Isolithocholic acid 2"," [-H2O+H]. Isolithocholic acid is third node in cluster, high confidence in silico ID.","no_matches","no_matches",3,"no_matches","no_matches",NA,"19516_358.281_6.177",0.54611868127275,3,1,"s.Simplegut",0.996523384414107,1,0.00298,"s.Carnivores",0.715235408036771,2,0.2552,"s.Carnivora",0.727764196307929,278,1,"s.Leopard,s.Tiger","19516","358.281","6.177"
"19535_447.309_4.846","Connected","N/A","N/A",4.8462,4.8462,0,"N/A",0.022832376,40,82,40,447.3088,1,447.3088,0.022832376,19535,447.309,4.846,0.022832376,"Triterpenoids","Wheat-straw-3","","no_matches","no_matches",87,"no_matches","no_matches",NA,"19535_447.309_4.846",0.888354894417929,4,0.00294,"s.Foregut,s.Hindgut",0.806660026528853,2,0.00298,"s.Herbivores",0.978799618369663,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.724176547250491,182,0.00319,"s.Donkey,s.Goat","19535","447.309","4.846"
"1974_625.357_4.094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974_625.357_4.094",0.831313184303642,4,0.90846,"s.Foregut,s.Hindgut",0.814473042300151,7,NA,"s.Carnivores,s.Herbivores,s.Omnivores",0.868420113371992,25,0.00319,"s.Cetartiodactyla,s.Perissodactyla,s.Primates",0.666566146994466,120,1,"s.Cape_Hunting_dog,s.Jungle_cat","1974","625.357","4.094"
"1977_196.877_0.596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977_196.877_0.596",0.85224162622679,6,0.15288,"s.Hindgut,s.Simplegut",0.885489079035371,6,0.00298,"s.Herbivores,s.Omnivores",0.979201698181374,21,0.00319,"s.Afrotheria,s.Perissodactyla,s.Primates",0.619445401462221,159,1,"s.Chimp,s.Mandrill","1977","196.877","0.596"
"1982_479.298_5.102","Connected","N/A","N/A",5.1022,5.1022,0,"N/A",0.034216873,35,82,35,479.2981,1,479.2981,0.034216873,1982,479.298,5.102,0.034216873,"Triterpenoids","Unclassified-1","","no_matches","no_matches",87,"no_matches","no_matches",NA,"1982_479.298_5.102",0.891882585015845,4,0.00294,"s.Foregut,s.Hindgut",0.836660026534076,2,0.00298,"s.Herbivores",0.986013297183269,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.793405148416684,222,0.00319,"s.Goat,s.Zebra","1982","479.298","5.102"
"1999_251.138_2.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999_251.138_2.71",0.677543951887677,2,1,"s.Hindgut",0.606385990495414,4,1,"s.Carnivores,s.Herbivores",0.756433567860288,4,0.0957,"s.Perissodactyla",0.889126630710253,300,0.00319,"s.Tiger,s.Zebra","1999","251.138","2.71"
"2084_465.319_4.166","Connected","N/A","N/A",4.1659,4.1659,0,"N/A",0.029551044,31,82,31,465.319,1,465.319,0.029551044,2084,465.319,4.166,0.029551044,"Triterpenoids","Pellets-1","","no_matches","no_matches",87,"no_matches","no_matches",NA,"2084_465.319_4.166",0.793522870314288,4,0.18228,"s.Foregut,s.Hindgut",0.721445859092079,2,0.02086,"s.Herbivores",0.873831083003,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.85330888897298,195,0.00319,"s.Donkey,s.Zebra","2084","465.319","4.166"
"2125_465.319_4.344","Connected","N/A","N/A",4.3438,4.3438,0,"N/A",0.03117767,38,82,38,465.3191,1,465.3191,0.03117767,2125,465.319,4.344,0.03117767,"Triterpenoids","Pellets-2","","no_matches","no_matches",87,"no_matches","no_matches",NA,"2125_465.319_4.344",0.889902150624665,4,0.00588,"s.Foregut,s.Hindgut",0.822050638512511,2,0.00298,"s.Herbivores",0.982096590914387,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.815487564163695,195,0.00319,"s.Donkey,s.Zebra","2125","465.319","4.344"
"2319_303.169_5.086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2319_303.169_5.086",0.562518964987806,3,1,"s.Simplegut",0.975002179016857,1,0.00298,"s.Carnivores",0.729716579099753,2,0.30305,"s.Carnivora",0.688030690405626,278,1,"s.Leopard,s.Tiger","2319","303.169","5.086"
"2571_463.303_5.372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2571_463.303_5.372",0.889062691078237,4,0.00294,"s.Foregut,s.Hindgut",0.820032466880579,2,0.00298,"s.Herbivores",0.980579296317747,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.819366301910182,195,0.00319,"s.Donkey,s.Zebra","2571","463.303","5.372"
"2573_461.287_4.877","Connected","N/A","N/A",4.8774,4.8774,0,"N/A",0.028456486,36,82,36,461.2873,1,461.2873,0.028456486,2573,461.287,4.877,0.028456486,"Triterpenoids","Wheat-straw-5","","no_matches","no_matches",87,"no_matches","no_matches",NA,"2573_461.287_4.877",0.864225132552599,4,0.02646,"s.Foregut,s.Hindgut",0.807786833676177,2,0.00298,"s.Herbivores",0.953867204384754,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.854086012779228,195,0.00319,"s.Donkey,s.Zebra","2573","461.287","4.877"
"2591_565.242_7.521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2591_565.242_7.521",0.807580346291195,4,0.5586,"s.Foregut,s.Hindgut",0.851302853116446,2,0.00298,"s.Herbivores",0.858396361326456,25,0.00638,"s.Cetartiodactyla,s.Perissodactyla,s.Primates",0.787203961605683,234,1,"s.Gorilla,s.Zebra","2591","565.242","7.521"
"2611_465.319_4.913","Connected","N/A","N/A",4.9125,4.9125,0,"N/A",0.0210706,44,82,44,465.319,1,465.319,0.0210706,2611,465.319,4.913,0.0210706,"Triterpenoids","Pellets-4","","no_matches","no_matches",87,"no_matches","no_matches",NA,"2611_465.319_4.913",0.898796345923729,4,0.00294,"s.Foregut,s.Hindgut",0.823556844000783,2,0.00298,"s.Herbivores",0.988535096681904,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.728272096722215,220,0.00319,"s.Goat,s.Sheep","2611","465.319","4.913"
"2618_130.122_0.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2618_130.122_0.69",0.744617650572799,7,NA,"s.Foregut,s.Hindgut,s.Simplegut",0.744617650572799,7,NA,"s.Carnivores,s.Herbivores,s.Omnivores",0.900916940248597,14,0.00319,"s.Cetartiodactyla,s.Primates",0.808422104777995,152,1,"s.Chimp,s.Gorilla","2618","130.122","0.69"
"2657_431.314_6.318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2657_431.314_6.318",0.877289385187893,1,0.02646,"s.Foregut",0.886670325453058,1,0.00298,"s.Carnivores",0.891497384973103,22,0.00319,"s.Carnivora,s.Cetartiodactyla,s.Perissodactyla",0.576301249449826,298,1,"s.Sheep,s.Tiger","2657","431.314","6.318"
"275_595.346_4.13","Connected","Stercobilin","0.892946",4.1295,4.1295,0,"CCMSLIB00001059689",0.913621869,83,240,83,595.346,1,595.346,0.913621869,275,595.346,4.13,0.913621869,"Bile pigments",NA,NA,NA,NA,NA,NA,NA,NA,"275_595.346_4.13",0.88998831897997,7,NA,"s.Foregut,s.Hindgut,s.Simplegut",0.88998831897997,7,NA,"s.Carnivores,s.Herbivores,s.Omnivores",0.89833120964648,25,0.00638,"s.Cetartiodactyla,s.Perissodactyla,s.Primates",0.582015602247027,118,0.03509,"s.Cape_Hunting_dog,s.Hyena","275","595.346","4.13"
"276_295.095_3.891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276_295.095_3.891",0.969333974482748,4,0.00294,"s.Foregut,s.Hindgut",0.942272842763315,2,0.00298,"s.Herbivores",0.951172909938506,19,0.00319,"s.Afrotheria,s.Cetartiodactyla,s.Perissodactyla",0.70687629187875,220,0.00319,"s.Goat,s.Sheep","276","295.095","3.891"
"277_433.329_7.715","Connected","N/A","N/A",7.7149,7.7149,0,"N/A",0.695360011,53,82,53,433.3294,1,433.3294,0.695360011,277,433.329,7.715,0.695360011,"Triterpenoids","Oat-straw-2","","no_matches","no_matches",87,"no_matches","no_matches",NA,"277_433.329_7.715",0.91622432689434,4,0.00294,"s.Foregut,s.Hindgut",0.886360488489485,2,0.00298,"s.Herbivores",0.99819719087516,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.83567858353744,220,0.00319,"s.Goat,s.Sheep","277","433.329","7.715"
"278_178.086_4.089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278_178.086_4.089",0.677724764249755,2,1,"s.Hindgut",0.617213399848368,4,0.64368,"s.Carnivores,s.Herbivores",0.755267924270683,4,0.08613,"s.Perissodactyla",0.971130091431093,251,0.00319,"s.Israeli_Wolf,s.Rhino","278","178.086","4.089"
"280_313.106_3.913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280_313.106_3.913",0.969849879230539,4,0.00294,"s.Foregut,s.Hindgut",0.923900659196413,2,0.00298,"s.Herbivores",0.951422203307175,19,0.00319,"s.Afrotheria,s.Cetartiodactyla,s.Perissodactyla",0.722415315122942,220,0.00319,"s.Goat,s.Sheep","280","313.106","3.913"
"281_353.098_3.901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281_353.098_3.901",0.956664392254744,4,0.00294,"s.Foregut,s.Hindgut",0.898230583880432,6,0.00298,"s.Herbivores,s.Omnivores",0.933856066021083,19,0.00319,"s.Afrotheria,s.Cetartiodactyla,s.Perissodactyla",0.629793911426967,220,0.00319,"s.Goat,s.Sheep","281","353.098","3.901"
"282_432.236_6.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"282_432.236_6.239",1,7,NA,"s.Foregut,s.Hindgut,s.Simplegut",1,7,NA,"s.Carnivores,s.Herbivores,s.Omnivores",0.861114332263646,16,0.00319,"s.Afrotheria,s.Carnivora,s.Cetartiodactyla",0.367250674931614,88,1,"s.Black_bear,s.Sheep","282","432.236","6.239"
"284_348.143_3.888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284_348.143_3.888",0.909951108203487,4,0.00294,"s.Foregut,s.Hindgut",0.898230583880432,6,0.00298,"s.Herbivores,s.Omnivores",0.922178363455049,25,0.00319,"s.Cetartiodactyla,s.Perissodactyla,s.Primates",0.559176736916194,183,1,"s.Donkey,s.Gorilla","284","348.143","3.888"
"288_433.329_7.978","Connected","N/A","N/A",7.978,7.978,0,"N/A",0.312173897,43,82,43,433.3294,1,433.3294,0.312173897,288,433.329,7.978,0.312173897,"Triterpenoids","Oat-straw-6","","no_matches","no_matches",87,"no_matches","no_matches",NA,"288_433.329_7.978",0.925266590380026,1,0.00294,"s.Foregut",0.869945509980359,2,0.00298,"s.Herbivores",0.999467453743246,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.859823602017197,220,0.00319,"s.Goat,s.Sheep","288","433.329","7.978"
"289_349.127_2.727","Connected","N/A","N/A",2.7266,2.7266,0,"N/A",0.180041045,39,2367,39,349.127,1,349.127,0.180041045,289,349.127,2.727,0.180041045,"Flavonoids","FL 2 (m/z 349.127)","In silico NAP ID. ","no_matches","no_matches",8,"no_matches","no_matches",NA,"289_349.127_2.727",0.904534033733291,4,0.00294,"s.Foregut,s.Hindgut",0.848528137423857,2,0.00298,"s.Herbivores",1,13,0.00319,"s.Cetartiodactyla,s.Perissodactyla",0.818949197826994,220,0.00319,"s.Goat,s.Sheep","289","349.127","2.727"
